# This file lists special protos that Gazelle knows how to import. This is used to generate
# code for proto and Go resolvers.
#
# Generated by internal/language/proto/gen/update_proto_csv.go
# Do not edit directly.
#
# proto name,proto label,go import path,go proto label
google/protobuf/any.proto,@com_google_protobuf//:any_proto,github.com/golang/protobuf/ptypes/any,@io_bazel_rules_go//proto/wkt:any_go_proto
google/ads/googleads/v0/enums/product_condition.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/product_type_level.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/promotion_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/proximity_radius_units.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/quality_score_bucket.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/real_estate_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/recommendation_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/search_term_match_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/search_term_targeting_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/shared_set_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/shared_set_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/sitelink_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/slot.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/spending_limit_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/structured_snippet_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/target_cpa_opt_in_recommendation_goal.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/targeting_dimension.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/time_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/tracking_code_page_format.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/tracking_code_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/travel_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/user_interest_taxonomy_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/user_list_access_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/user_list_closing_reason.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/user_list_crm_data_source_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/user_list_membership_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/user_list_size_range.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/user_list_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/errors/account_budget_proposal_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_customizer_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_group_ad_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_group_bid_modifier_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_group_criterion_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_group_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_group_feed_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/ad_sharing_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/adx_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/authentication_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/authorization_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/bidding_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/bidding_strategy_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/billing_setup_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/campaign_budget_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/campaign_criterion_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/campaign_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/campaign_feed_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/campaign_group_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/campaign_shared_set_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/change_status_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/collection_size_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/context_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/conversion_action_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/criterion_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/customer_client_link_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/customer_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/customer_feed_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/customer_manager_link_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/database_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/date_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/date_range_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/distinct_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/enum_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/errors.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/feed_attribute_reference_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/feed_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/feed_item_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/feed_mapping_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/field_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/field_mask_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/function_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/function_parsing_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/geo_target_constant_suggestion_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/header_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/id_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/image_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/internal_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/keyword_plan_ad_group_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/keyword_plan_campaign_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/keyword_plan_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/keyword_plan_idea_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/keyword_plan_keyword_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/keyword_plan_negative_keyword_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/list_operation_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/media_bundle_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/media_file_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/multiplier_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/mutate_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/new_resource_creation_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/not_empty_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/null_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/operation_access_denied_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/operator_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/policy_finding_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/query_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/quota_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/range_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/recommendation_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/region_code_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/request_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/resource_access_denied_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/resource_count_limit_exceeded_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/setting_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/shared_criterion_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/shared_set_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/string_format_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/string_length_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/url_field_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/errors/user_list_error.proto,@go_googleapis//google/ads/googleads/v0/errors:errors_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/errors,@go_googleapis//google/ads/googleads/v0/errors:errors_go_proto
google/ads/googleads/v0/resources/account_budget.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/account_budget_proposal.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/ad.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/ad_group.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/ad_group_ad.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/ad_group_audience_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/ad_group_bid_modifier.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/ad_group_criterion.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/ad_group_feed.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/age_range_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/bidding_strategy.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
